"","subject","prefix","browser","e","cu","me","lt"
"59","http-192-168-88-177-8000-general-wikipedia-www-wikipedia-org-index-html",0,"firefox",0.004606218,20.14550492,2038136.166,857
"60","http-192-168-88-177-8000-general-wikipedia-www-wikipedia-org-index-html",0,"opera",0.005312215,19.72481134,2037918.176,281
"61","http-192-168-88-177-8000-social-facebook-www-facebook-com",0,"chrome",0.007176639,17.65479063,2056974.65,867
"62","http-192-168-88-177-8000-social-facebook-www-facebook-com",0,"firefox",0.005241674,17.61762863,2056332.635,1948
"63","http-192-168-88-177-8000-social-facebook-www-facebook-com",0,"opera",0.010997134,17.55990486,2057112.016,211
"64","http-192-168-88-177-8000-social-myasiantv-myasiantv-cx",0,"chrome",0.004531704,17.48557347,2056034.579,1792
"65","http-192-168-88-177-8000-social-myasiantv-myasiantv-cx",0,"firefox",0.006186091,17.48735898,2056056.341,297
"66","http-192-168-88-177-8000-social-myasiantv-myasiantv-cx",0,"opera",0.002169398,17.46048141,2057643.426,2338
"67","http-192-168-88-177-8000-social-wechat-www-wechat-com",0,"chrome",0.00638804,17.39163403,2057076.874,3260
"68","http-192-168-88-177-8000-social-wechat-www-wechat-com",0,"firefox",0.023107325,17.33548432,2057084.316,3113
"69","http-192-168-88-177-8000-social-wechat-www-wechat-com",0,"opera",0.005683104,17.27632214,2058419.68,194
"70","http-192-168-88-177-8000-social-whatsapp-www-whatsapp-com",0,"chrome",0.00886789,17.23603841,2057396.699,655
"71","http-192-168-88-177-8000-social-whatsapp-www-whatsapp-com",0,"firefox",0.004761374,17.20898693,2056695.645,1310
"72","http-192-168-88-177-8000-social-whatsapp-www-whatsapp-com",0,"opera",0.00509861,17.16560337,2057812.269,592
"73","http-192-168-88-177-8000-social-youtube-www-youtube-com",0,"chrome",0.004307197,17.14010204,2057239.305,1896
"74","http-192-168-88-177-8000-social-youtube-www-youtube-com",0,"firefox",0.011137446,17.16716894,2057718.56,501
"75","http-192-168-88-177-8000-social-youtube-www-youtube-com",0,"opera",0.013434654,17.22615532,2059194.371,421
"76","http-192-168-88-177-8000-commerce-bestbuy-vendor-www-bestbuy-com",1,"chrome",0.005941773,17.9084125,2054750.589,643
"77","http-192-168-88-177-8000-commerce-bestbuy-vendor-www-bestbuy-com",1,"firefox",0.004535326,17.89379031,2054069.201,762
"78","http-192-168-88-177-8000-commerce-bestbuy-vendor-www-bestbuy-com",1,"opera",0.006029822,17.87584857,2054580.244,1023
"79","http-192-168-88-177-8000-commerce-jimdo-vendor-www-jimdo-com",1,"chrome",0.004438276,17.86173404,2054012.014,344
"80","http-192-168-88-177-8000-commerce-jimdo-vendor-www-jimdo-com",1,"firefox",0.017384398,17.84728047,2053184.296,654
"81","http-192-168-88-177-8000-commerce-jimdo-vendor-www-jimdo-com",1,"opera",0.008854131,17.81878215,2053542.14,512
"82","http-192-168-88-177-8000-commerce-shopify-vendor-www-shopify-com-ppc-ecommerce-html",1,"chrome",0.010100694,17.80409273,2053422.159,188
"83","http-192-168-88-177-8000-commerce-shopify-vendor-www-shopify-com-ppc-ecommerce-html",1,"firefox",0.005131687,17.79700076,2052774.35,350
"84","http-192-168-88-177-8000-commerce-shopify-vendor-www-shopify-com-ppc-ecommerce-html",1,"opera",0.006362485,17.76522664,2053029.015,2147
"85","http-192-168-88-177-8000-commerce-target-vendor-www-target-com",1,"chrome",0.008014067,17.76764908,2052539.571,190
"86","http-192-168-88-177-8000-commerce-target-vendor-www-target-com",1,"firefox",0.006197248,17.79967813,2053089.758,993
"87","http-192-168-88-177-8000-commerce-target-vendor-www-target-com",1,"opera",0.016344697,17.80328967,2054697.873,3409
"88","http-192-168-88-177-8000-commerce-woocommerce-vendor-woocommerce-com",1,"chrome",0.012041106,17.83725518,2055167.859,564
"89","http-192-168-88-177-8000-commerce-woocommerce-vendor-woocommerce-com",1,"firefox",0.015498504,17.85582086,2055683.563,1904
"90","http-192-168-88-177-8000-commerce-woocommerce-vendor-woocommerce-com",1,"opera",0.003975558,17.84639182,2057108.526,854
"91","http-192-168-88-177-8000-consumer-evri-prefixes-www-evri-com",1,"chrome",0.007117771,17.71794467,2056303.458,2409
"92","http-192-168-88-177-8000-consumer-evri-prefixes-www-evri-com",1,"firefox",0.003324217,17.74800938,2055499.657,3221
"93","http-192-168-88-177-8000-consumer-evri-prefixes-www-evri-com",1,"opera",0.002620154,17.72360525,2055708.23,4509
"94","http-192-168-88-177-8000-consumer-foursquare-prefixes-foursquare-com",1,"chrome",0.006298919,17.7103015,2055251.959,507
"95","http-192-168-88-177-8000-consumer-foursquare-prefixes-foursquare-com",1,"firefox",0.013260816,17.72948079,2054657.478,623
"96","http-192-168-88-177-8000-consumer-foursquare-prefixes-foursquare-com",1,"opera",0.010540577,17.72775617,2055183.91,988
"97","http-192-168-88-177-8000-consumer-narvar-prefixes-corp-narvar-com",1,"chrome",0.006050457,17.74312844,2054650.056,345
"98","http-192-168-88-177-8000-consumer-narvar-prefixes-corp-narvar-com",1,"firefox",0.007504087,17.75738394,2054397.222,1644
"99","http-192-168-88-177-8000-consumer-narvar-prefixes-corp-narvar-com",1,"opera",0.007758858,17.77132981,2055228.168,2230
"100","http-192-168-88-177-8000-consumer-rightmove-prefixes-www-rightmove-co-uk",1,"chrome",0.005534092,17.81393415,2055111.858,562
"101","http-192-168-88-177-8000-consumer-rightmove-prefixes-www-rightmove-co-uk",1,"firefox",0.010542555,17.80711959,2054738.858,349
"102","http-192-168-88-177-8000-consumer-rightmove-prefixes-www-rightmove-co-uk",1,"opera",0.007196769,17.80621992,2055512.509,731
"103","http-192-168-88-177-8000-consumer-trulia-prefixes-www-trulia-com",1,"chrome",0.013082396,17.83105292,2054959.249,897
"104","http-192-168-88-177-8000-consumer-trulia-prefixes-www-trulia-com",1,"firefox",0.008197765,17.87334711,2054640.009,432
"105","http-192-168-88-177-8000-consumer-trulia-prefixes-www-trulia-com",1,"opera",0.005539685,17.88156109,2055519.897,577
"106","http-192-168-88-177-8000-finance-bloomberg-vendor-www-bloomberg-com-subscriptions-ytaodl37xpb73lm-html",1,"chrome",0.01570007,17.29612656,2056363.685,401
"107","http-192-168-88-177-8000-finance-bloomberg-vendor-www-bloomberg-com-subscriptions-ytaodl37xpb73lm-html",1,"firefox",0.003505675,17.29304305,2055461.433,148
"108","http-192-168-88-177-8000-finance-bloomberg-vendor-www-bloomberg-com-subscriptions-ytaodl37xpb73lm-html",1,"opera",0.005372079,17.25053854,2055442.299,845
"109","http-192-168-88-177-8000-finance-coinmarketcap-vendor-coinmarketcap-com",1,"chrome",0.008864993,17.25661942,2054247.708,226
"110","http-192-168-88-177-8000-finance-coinmarketcap-vendor-coinmarketcap-com",1,"firefox",0.007811641,17.31030988,2053244.733,83
"111","http-192-168-88-177-8000-finance-coinmarketcap-vendor-coinmarketcap-com",1,"opera",0.021150096,17.36708382,2053376.302,509
"112","http-192-168-88-177-8000-finance-forbes-vendor-www-forbes-com",1,"chrome",0.014972914,17.42922346,2052125.199,1320
"113","http-192-168-88-177-8000-finance-forbes-vendor-www-forbes-com",1,"firefox",0.012243295,17.44690138,2050991.838,259
"114","http-192-168-88-177-8000-finance-forbes-vendor-www-forbes-com",1,"opera",0.006121114,17.44202325,2050778.464,1267
"115","http-192-168-88-177-8000-finance-paypal-vendor-www-paypal-com-ro-home-html",1,"chrome",0.004821941,17.43863194,2049889.682,457
"116","http-192-168-88-177-8000-finance-paypal-vendor-www-paypal-com-ro-home-html",1,"firefox",0.010741061,17.46108787,2049919.775,1204
"117","http-192-168-88-177-8000-finance-paypal-vendor-www-paypal-com-ro-home-html",1,"opera",0.007140826,17.47197266,2051723.824,1320
"118","http-192-168-88-177-8000-finance-tinkoff-vendor-www-tinkoff-ru",1,"chrome",0.009362915,17.51321115,2052386.032,2633
"119","http-192-168-88-177-8000-finance-tinkoff-vendor-www-tinkoff-ru",1,"firefox",0.008836402,17.58767328,2053168.899,254
"120","http-192-168-88-177-8000-finance-tinkoff-vendor-www-tinkoff-ru",1,"opera",0.002637453,17.65541167,2055992.217,435
"121","http-192-168-88-177-8000-general-baidu-vendor-www-baidu-com-index-html",1,"chrome",0.010614154,17.29182024,2058585.17,789
"122","http-192-168-88-177-8000-general-baidu-vendor-www-baidu-com-index-html",1,"firefox",0.009287932,17.27299449,2057542.378,261
"123","http-192-168-88-177-8000-general-baidu-vendor-www-baidu-com-index-html",1,"opera",0.005169767,17.25933268,2057619.281,1043
"124","http-192-168-88-177-8000-general-blogger-vendor-www-blogger-com-about",1,"chrome",0.008772269,17.36882406,2060658.308,421
"125","http-192-168-88-177-8000-general-blogger-vendor-www-blogger-com-about",1,"firefox",0.016942486,17.45367197,2061271.587,360
"126","http-192-168-88-177-8000-general-blogger-vendor-www-blogger-com-about",1,"opera",0.010311632,17.49863143,2062772.504,672
"127","http-192-168-88-177-8000-general-espn-vendor-www-espn-com-index-html",1,"chrome",0.007971089,17.27031876,2057575.264,1093
"128","http-192-168-88-177-8000-general-espn-vendor-www-espn-com-index-html",1,"firefox",0.006091447,17.29853621,2058521.252,674
"129","http-192-168-88-177-8000-general-espn-vendor-www-espn-com-index-html",1,"opera",0.003404176,17.30426017,2060527.602,3002
"130","http-192-168-88-177-8000-general-netvibes-vendor-www-netvibes-com-en-html",1,"chrome",0.004249933,17.5040412,2061966.302,993
"131","http-192-168-88-177-8000-general-netvibes-vendor-www-netvibes-com-en-html",1,"firefox",0.006434396,17.48976067,2060964.117,1377
"132","http-192-168-88-177-8000-general-netvibes-vendor-www-netvibes-com-en-html",1,"opera",0.010228858,17.4528528,2060964.159,240
"133","http-192-168-88-177-8000-general-wikipedia-vendor-www-wikipedia-org-index-html",1,"chrome",0.004350457,17.4142318,2059349.75,1192
"134","http-192-168-88-177-8000-general-wikipedia-vendor-www-wikipedia-org-index-html",1,"firefox",0.006657803,17.38278214,2058048.191,863
"135","http-192-168-88-177-8000-general-wikipedia-vendor-www-wikipedia-org-index-html",1,"opera",0.010312008,17.32432502,2057790.297,290
"136","http-192-168-88-177-8000-social-facebook-vendor-www-facebook-com",1,"chrome",0.004775203,17.84723378,2057203.89,895
"137","http-192-168-88-177-8000-social-facebook-vendor-www-facebook-com",1,"firefox",0.008398299,17.83750703,2057358.097,1997
"138","http-192-168-88-177-8000-social-facebook-vendor-www-facebook-com",1,"opera",0.004403688,17.81765669,2058607.768,254
"139","http-192-168-88-177-8000-social-myasiantv-vendor-myasiantv-cx",1,"chrome",0.006889997,17.92883208,2059428.947,1799
"140","http-192-168-88-177-8000-social-myasiantv-vendor-myasiantv-cx",1,"firefox",0.004270053,17.98426533,2060363.852,299
"141","http-192-168-88-177-8000-social-myasiantv-vendor-myasiantv-cx",1,"opera",0.004731557,17.99644519,2061874.321,2339
"142","http-192-168-88-177-8000-social-wechat-vendor-www-wechat-com",1,"chrome",0.004674603,18.00501583,2062163.047,3451
"143","http-192-168-88-177-8000-social-wechat-vendor-www-wechat-com",1,"firefox",0.005037881,18.01906448,2062607.489,3420
"144","http-192-168-88-177-8000-social-wechat-vendor-www-wechat-com",1,"opera",0.006398917,18.02155438,2063599.585,195
"145","http-192-168-88-177-8000-social-whatsapp-vendor-www-whatsapp-com",1,"chrome",0.006125405,18.0189667,2063452.995,677
"146","http-192-168-88-177-8000-social-whatsapp-vendor-www-whatsapp-com",1,"firefox",0.005574776,18.00090444,2063567.348,1399
"147","http-192-168-88-177-8000-social-whatsapp-vendor-www-whatsapp-com",1,"opera",0.016609965,17.97244593,2064669.802,677
"148","http-192-168-88-177-8000-social-youtube-vendor-www-youtube-com",1,"chrome",0.0137744,17.94709443,2064662.982,1777
"149","http-192-168-88-177-8000-social-youtube-vendor-www-youtube-com",1,"firefox",0.018981338,17.97697396,2064634.35,601
"150","http-192-168-88-177-8000-social-youtube-vendor-www-youtube-com",1,"opera",0.00828803,18.0390472,2065181.815,450
