--------- beginning of main
09-02 09:01:10.951 14031 14031 E adbd    : recv: OPEN 00018ab3 00000000 0095:73 68 65 6C 6C 2C 76 32 2C 54 45 52 4D 3D 78 74 65 72 6D 2D 32 35 36 63 6F 6C 6F 72 2C 72 61 77 3A 61 6D 20 73 74 61 72 74 20 2D 53 20 2D 61 20 61 6E 64 72 6F 69 64 2E 69 6E 74 65 6E 74 2E 61 63 74 69 6F 6E 2E 56 49 45 57 20 2D 6E 20 6F 72 67 2E 6D 6F 7A 69 6C 6C 61 2E 66 69 72 65 66 6F 78 2F 6F 72 67 2E 6D 6F 7A 69 6C 6C 61 2E 67 65 63 6B 6F 2E 42 72 6F 77 73 65 72 41 70 70 20 2D 2D 61 63 74 69 76 69 74 79 2D 63 6C 65 61 72 2D 74 61 73 6B 00 
09-02 09:01:10.951 14031 14031 E adbd    : service_to_fd: shell,v2,TERM=xterm-256color,raw:am start -S -a android.intent.action.VIEW -n org.mozilla.firefox/org.mozilla.gecko.BrowserApp --activity-clear-task
09-02 09:01:11.426  4349  4858 D SystemServicesProxy: updateOverviewLastStackActiveTimeAsync: newTime=1693559943942
09-02 09:01:11.427  3979  8178 D SecContentProvider: query(), uri = 17 selection = isSettingsChangesAllowed
09-02 09:01:11.427  3979  8178 D SecContentProvider: called from android.uid.systemui:10009
09-02 09:01:11.428  4349  4561 D SystemServicesProxy: updateOverviewLastStackActiveTimeAsync: done.
09-02 09:01:11.430  3979  4672 W StorageManager: getStorageLowBytes lowPercent : 5, lowBytes : 1260145254, maxLowBytes : 524288000
09-02 09:01:11.431  3979  4672 D PackageManager: getComponentMetadataForIconTray : com.example.batterymanager_utility.MainActivity does not exist in mServices
09-02 09:01:11.431  3979  4672 D PackageManager: getComponentMetadataForIconTray : com.example.batterymanager_utility.MainActivity does not exist in mProviders
09-02 09:01:11.431  3979  4672 D PackageManager: getComponentMetadataForIconTray : com.example.batterymanager_utility.MainActivity does not exist in mReceivers
09-02 09:01:11.431  4349  4858 D ApplicationPackageManager: updateItemMetaDataForFixedIconScale: package: com.example.batterymanager_utility
09-02 09:01:11.432  3979  4672 D PackageManager: getSelectedMetaData : packageName(com.example.batterymanager_utility) or Metadata strings {[Ljava.lang.String;@6498c59}
09-02 09:01:11.432  4349  4858 I ApplicationPackageManager: load=com.example.batterymanager_utility, bg=144-144, dr=189-189, forDefault=true, density=0
09-02 09:01:11.435  4349  4858 I ApplicationPackageManager: scaled rate=0.72, size=189, alpha=54, hold=102
09-02 09:01:11.435  4349  4858 D ApplicationPackageManager: iconScale: getScale(): 0.72 getAlpha(): 54
09-02 09:01:11.438  4349  4858 I ApplicationPackageManager: load=com.example.batterymanager_utility-contain, bg=112-112, dr=189-189
09-02 09:01:11.485  3979  4111 D MdnieScenarioControlService:  packageName : org.mozilla.firefox    className : org.mozilla.gecko.BrowserApp
09-02 09:01:11.485  3979  4111 V MdnieScenarioControlService: setUIMode from UI function(3)
09-02 09:01:11.492  2033  2038 I zygote64: Do partial code cache collection, code=29KB, data=25KB
09-02 09:01:11.493  2033  2038 I zygote64: After code cache collection, code=29KB, data=26KB
09-02 09:01:11.493  2033  2038 I zygote64: Increasing code cache capacity to 128KB
09-02 09:01:11.501  2033  2033 I rc_log_ffi::ios: rc_log adapter initialized!
09-02 09:01:11.576  2033  2038 I zygote64: Do partial code cache collection, code=59KB, data=45KB
09-02 09:01:11.577  2033  2038 I zygote64: After code cache collection, code=59KB, data=45KB
09-02 09:01:11.577  2033  2038 I zygote64: Increasing code cache capacity to 256KB
09-02 09:01:11.618  3979  3988 I zygote64: Background concurrent copying GC freed 257445(12MB) AllocSpace objects, 121(2MB) LOS objects, 38% free, 37MB/61MB, paused 478us total 169.674ms
09-02 09:01:11.675  2033  2058 I nimbus::nimbus_client: updating experiment list
09-02 09:01:11.676  2033  2058 I nimbus::persistence: Already at version 2, no upgrade needed
09-02 09:01:11.676  2033  2058 I nimbus::nimbus_client: [Nimbus] Retrieved date from Context: 2023-09-01 07:59:54 UTC
09-02 09:01:11.676  2033  2058 I nimbus::nimbus_client: [Nimbus] Installation Date: 2023-09-01 07:59:54 UTC
09-02 09:01:11.677  2033  2058 I nimbus::nimbus_client: [Nimbus] Update Date: 2023-09-02 06:19:16.138897683 UTC
09-02 09:01:11.677  2033  2058 I nimbus::nimbus_client: [Nimbus] Days since install: 0
09-02 09:01:11.677  2033  2058 I nimbus::nimbus_client: [Nimbus] Days since update: 0
09-02 09:01:11.688  2033  2058 I zygote64: Deoptimizing java.lang.Object com.sun.jna.Function.invoke(java.lang.reflect.Method, java.lang.Class[], java.lang.Class, java.lang.Object[], java.util.Map) due to class hierarchy analysis
09-02 09:01:11.725  2033  2063 I GeckoThread: preparing to run Gecko
09-02 09:01:11.729  3979  8178 W StorageManager: getStorageLowBytes lowPercent : 5, lowBytes : 1260145254, maxLowBytes : 524288000
09-02 09:01:11.731  3979  8178 W StorageManager: getStorageLowBytes lowPercent : 5, lowBytes : 1260145254, maxLowBytes : 524288000
09-02 09:01:11.733  3979  4672 W StorageManager: getStorageLowBytes lowPercent : 5, lowBytes : 1260145254, maxLowBytes : 524288000
09-02 09:01:11.748  2033  2065 I libglean_ffi: glean_core::core: Creating new Glean v53.1.0
09-02 09:01:11.749  2033  2065 I libglean_ffi: glean_core::database: Database initialized
09-02 09:01:11.752  2033  2065 I libglean_ffi: glean_core: Glean initialized
09-02 09:01:11.754  2033  2065 I libglean_ffi: glean_core::event_database: Loading events for events
09-02 09:01:11.754  2033  2065 I libglean_ffi: glean_core::event_database: Loading events for background-update
09-02 09:01:11.756  2033  2063 I GeckoLoader: Library base=/data/app/org.mozilla.firefox-qXEeZwQeSKU-v4RxzjCTZA==/lib/arm64
09-02 09:01:11.756  2033  2065 I libglean_ffi: glean_core::ping: Collecting events
09-02 09:01:11.761  2033  2063 W Settings: Setting animator_duration_scale has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only global URI.
09-02 09:01:11.764  2033  2063 I GeckoLoader: Library base=/data/app/org.mozilla.firefox-qXEeZwQeSKU-v4RxzjCTZA==/lib/arm64
09-02 09:01:11.765  2033  2063 E GeckoLibLoad: Load sqlite start
09-02 09:01:11.767  2033  2063 E GeckoLibLoad: Load sqlite done
09-02 09:01:11.767  2033  2063 I GeckoLoader: Library base=/data/app/org.mozilla.firefox-qXEeZwQeSKU-v4RxzjCTZA==/lib/arm64
09-02 09:01:11.767  2033  2063 E GeckoLibLoad: Load nss start
09-02 09:01:11.767  2033  2063 E GeckoLibLoad: Load nss done
09-02 09:01:11.767  2033  2065 I libglean_ffi: glean_core::upload::directory: Processing ping at: /data/user/0/org.mozilla.firefox/glean_data/pending_pings/ee402f08-d494-4b2c-b2de-198659449cad
09-02 09:01:11.767  2033  2063 I GeckoLoader: Library base=/data/app/org.mozilla.firefox-qXEeZwQeSKU-v4RxzjCTZA==/lib/arm64
09-02 09:01:11.769  2033  2065 I libglean_ffi: glean_core::metrics::ping: The ping 'events' was submitted and will be sent as soon as possible
09-02 09:01:11.771  2033  2063 E GeckoLibLoad: Loaded libs in 3.481423ms total, 0ms(8ms) user, 4ms(4ms) system, 0(0) faults
09-02 09:01:11.773  2033  2063 W GeckoThread: zerdatime 83253205 - runGecko
09-02 09:01:11.775  2033  2038 I zygote64: Do full code cache collection, code=122KB, data=79KB
09-02 09:01:11.776  2033  2038 I zygote64: After code cache collection, code=88KB, data=51KB
09-02 09:01:11.779  3614  3927 D DnsProxyListener: DNSDBG::dns by name af 2
09-02 09:01:11.785  3979  4672 D PackageManager: setEnabledSetting : userId = 0 packageName = org.mozilla.firefox cmp = androidx.work.impl.background.systemjob.SystemJobService newState = 1 callingPackage = 10154/org.mozilla.firefox
09-02 09:01:11.805  2033  2065 I glean/MetricsPingSched: The 'metrics' ping was already sent today, 1693638071799.
09-02 09:01:11.809  2033  2063 I Gecko:DumpUtils: Fifo watcher disabled via pref.
09-02 09:01:11.819  2033  2065 I libglean_ffi: glean_core::ping: Collecting baseline
09-02 09:01:11.820  3979  4672 D ConnectivityService: filterNetworkStateForUid() uid: 10025 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 09:01:11.840  2033  2065 I libglean_ffi: glean_core::upload::directory: Processing ping at: /data/user/0/org.mozilla.firefox/glean_data/pending_pings/82c450d3-4ce1-4316-8040-e2c85517d5e8
09-02 09:01:11.848  2033  2065 I libglean_ffi: glean_core::metrics::ping: The ping 'baseline' was submitted and will be sent as soon as possible
09-02 09:01:11.854  1994  2096 D ProfileInstaller: Installing profile for com.example.batterymanager_utility
09-02 09:01:11.860  3979  4672 D ConnectivityService: filterNetworkStateForUid() uid: 10025 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 09:01:11.875  2033  2062 I libglean_ffi: glean_core::ping: Collecting pageload
09-02 09:01:11.877  2033  2062 I libglean_ffi: glean_core::ping: Storage for pageload empty. Bailing out.
09-02 09:01:11.877  2033  2062 I libglean_ffi: glean_core::metrics::ping: No content for ping 'pageload', therefore no ping queued.
09-02 09:01:11.893  2033  2062 I libglean_ffi: glean_core::core: Upload enabled: true
09-02 09:01:11.904  3979  8178 D SamsungAlarmManager: setExact Intent (T:0/F:1/AC:false) 20330830T090111 - CU:10154/CP:2033
09-02 09:01:11.920  3979  8178 D StorageManagerService: getExternalStorageMountMode : 1
09-02 09:01:11.920  3979  8178 D StorageManagerService: getExternalStorageMountMode : 3
09-02 09:01:11.920  3979  8178 D StorageManagerService: getExternalStorageMountMode : final mountMode=1, uid : 10154, packageName : org.mozilla.firefox
09-02 09:01:11.921  3979  8178 I ApplicationPolicy: isApplicationExternalStorageWhitelisted:org.mozilla.firefox user:0
09-02 09:01:11.921  3979  8178 D ApplicationPolicy: isApplicationExternalStorageWhitelisted: DO is not enabled on user 0. Allowed.
09-02 09:01:11.921  3979  8178 D ActivityManager: package  org.mozilla.firefox, user - 0 is SDcard whitelisted
09-02 09:01:11.921  3979  8178 I ApplicationPolicy: isApplicationExternalStorageBlacklisted:org.mozilla.firefox user:0
09-02 09:01:11.921  3979  8178 D ApplicationPolicy: isApplicationExternalStorageBlacklisted: DO is not enabled on user 0. Allowed.
09-02 09:01:11.934  2033  2033 I FenixApplication: AutoPushFeature is configured, initializing it...
09-02 09:01:11.938  2033  2033 I AbstractFirebasePushService: start
09-02 09:01:11.943  3979  8178 I ActivityManager: Start proc 2109:org.mozilla.firefox:tab15/u0a154 for service org.mozilla.firefox/org.mozilla.gecko.process.GeckoChildProcessServices$tab15
09-02 09:01:11.946  2109  2109 E Zygote  : isWhitelistProcess - Process is Whitelisted
09-02 09:01:11.947  2109  2109 E libpersona: scanKnoxPersonas
09-02 09:01:11.947  2109  2109 E libpersona: Couldn't open the File - /data/system/users/0/personalist.xml - No such file or directory
09-02 09:01:11.949  2109  2109 W SELinux : SELinux selinux_android_compute_policy_index : Policy Index[2],  Con:u:r:zygote:s0 RAM:SEPF_SM-J720F_8.0.0_0017, [-1 -1 -1 -1 0 1]
09-02 09:01:11.949  2109  2109 I SELinux : SELinux: seapp_context_lookup: seinfo=untrusted, level=s0:c512,c768, pkgname=org.mozilla.firefox:tab15 
09-02 09:01:11.953  3979  8178 D ConnectivityService: filterNetworkStateForUid() uid: 10154 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 09:01:11.984  2109  2109 D TimaKeyStoreProvider: TimaKeyStore is not enabled: cannot add TimaSignature Service and generateKeyPair Service
09-02 09:01:11.984  2109  2109 D ActivityThread: Added TimaKeyStore provider
09-02 09:01:11.989  3979 10224 I ActivityManager: START u0 {act=android.intent.action.VIEW typ=null flg=0x0 cmp=ComponentInfo{org.mozilla.firefox/org.mozilla.fenix.HomeActivity}} from uid 10154
09-02 09:01:11.996  2033  2108 I push::internal::communications::rate_limiter: No need to reset inner timestamp and count for verify_connection.
09-02 09:01:12.001  2033  2038 I zygote64: Do partial code cache collection, code=118KB, data=74KB
09-02 09:01:12.007  2033  2038 I zygote64: After code cache collection, code=118KB, data=74KB
09-02 09:01:12.007  2033  2038 I zygote64: Increasing code cache capacity to 512KB
09-02 09:01:12.008  3979  4522 I ActivityManager: DSS on for org.mozilla.firefox and scale is 1.0
09-02 09:01:12.008  2033  2108 I push::internal::communications::rate_limiter: Not allowed: count(10) > 1 for verify_connection.
09-02 09:01:12.011  2033  2108 I AutoPushFeature: No change to subscriptions. Doing nothing.
09-02 09:01:12.020  3979  5983 D PackageManager: setEnabledSetting : userId = 0 packageName = org.mozilla.firefox cmp = androidx.work.impl.background.systemalarm.RescheduleReceiver newState = 1 callingPackage = 10154/org.mozilla.firefox
09-02 09:01:12.020  3979  4046 D ViewRootImpl@5aa5b2[firefox]: setView = DecorView@f5b2080[firefox] TM=true MM=false
09-02 09:01:12.031  2109  2109 I zygote64: no shared libraies, dex_files: 1
09-02 09:01:12.035  3979  4046 D ViewRootImpl@5aa5b2[firefox]: dispatchAttachedToWindow
09-02 09:01:12.035  3979  4046 V WindowManager: Relayout Window{ec0f903 u0 Splash Screen org.mozilla.firefox}: viewVisibility=0 req=719x1237 WM.LayoutParams{(0,0)(fillxfill) sim=#20 ty=3 fl=#81830118 pfl=0x20011 fmt=-3 wanim=0x10302ea vsysui=0x600 needsMenuKey=2 colorMode=0 naviIconColor=0}
09-02 09:01:12.040  2033  2033 I Choreographer: Skipped 36 frames!  The application may be doing too much work on its main thread.
09-02 09:01:12.040  3462  3462 I SurfaceFlinger: id=472 createSurf (720x1280),1 flag=4, Splash Screen org.mozilla.firefox#0
09-02 09:01:12.041  3979  8178 D ConnectivityService: filterNetworkStateForUid() uid: 10154 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 09:01:12.041  3979  4046 V Surface : sf_framedrop debug : 0x4f4c, game : false, logging : 0
09-02 09:01:12.047  3979  4046 D ViewRootImpl@5aa5b2[firefox]: Relayout returned: old=[0,0][0,0] new=[0,0][720,1280] result=0x7 surface={valid=true 535495602176} changed=true
09-02 09:01:12.049  3979  4046 D ViewRootImpl@5aa5b2[firefox]: MSG_RESIZED_REPORT: frame=Rect(0, 0 - 720, 1280) ci=Rect(0, 42 - 0, 0) vi=Rect(0, 42 - 0, 0) or=1
09-02 09:01:12.051  3979  8178 I chatty  : uid=1000(system) Binder:3979_1A identical 1 line
09-02 09:01:12.060  3979  8178 D ConnectivityService: filterNetworkStateForUid() uid: 10154 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 09:01:12.065  2033  2123 D ConnectivityManager: requestNetwork; CallingUid : 10154, CallingPid : 2033
09-02 09:01:12.070  3979  8178 D ConnectivityService: requestNetwork for uid/pid:10154/2033 NetworkRequest [ TRACK_DEFAULT id=334, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ]
09-02 09:01:12.071  3979  4180 D ConnectivityService: rematching NetworkAgentInfo [WIFI () - 502]
09-02 09:01:12.071  3979  4180 D ConnectivityService:  network has: [ Transports: WIFI Capabilities: NOT_METERED&INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN&VALIDATED&FOREGROUND LinkUpBandwidth>=1048576Kbps LinkDnBandwidth>=1048576Kbps SignalStrength: -59]
09-02 09:01:12.071  3979  4180 D ConnectivityService: Network NetworkAgentInfo [WIFI () - 502] was already satisfying request 279. No change.
09-02 09:01:12.071  3979  4180 D ConnectivityService:   checking if request is satisfied: NetworkRequest [ TRACK_DEFAULT id=334, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ]
09-02 09:01:12.071  3979  4180 D ConnectivityService: currentScore = 0, newScore = 60
09-02 09:01:12.071  3979  4180 D ConnectivityService: rematch for NetworkAgentInfo [WIFI () - 502]
09-02 09:01:12.071  3979  4180 D ConnectivityService:    accepting network in place of null
09-02 09:01:12.071  3979  4180 D ConnectivityService: sending new Min Network Score(60): NetworkRequest [ TRACK_DEFAULT id=334, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ]
09-02 09:01:12.071  3979  4180 D ConnectivityService: MultiNetwork Request(TransportType - Wi-Fi request). Internet Capability doesn't required (false)
09-02 09:01:12.071  3979  4177 D WIFI_P2P: got request NetworkRequest [ TRACK_DEFAULT id=334, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ] with score 60
09-02 09:01:12.071  3979  4306 D Ethernet: got request NetworkRequest [ TRACK_DEFAULT id=334, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ] with score 60
09-02 09:01:12.071  3979  4180 D ConnectivityService: Network NetworkAgentInfo [WIFI () - 502] was already satisfying request 332. No change.
09-02 09:01:12.071  3979  4153 D WIFI    : got request NetworkRequest [ TRACK_DEFAULT id=334, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ] with score 60
09-02 09:01:12.071  3979  4180 D ConnectivityService: Network NetworkAgentInfo [WIFI () - 502] was already satisfying request 3. No change.
09-02 09:01:12.071  3979  4180 D ConnectivityService: Network NetworkAgentInfo [WIFI () - 502] was already satisfying request 310. No change.
09-02 09:01:12.071  3979  4306 D Ethernet:   my score=-1, my filter=[ Transports: ETHERNET Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN LinkUpBandwidth>=100000Kbps LinkDnBandwidth>=100000Kbps]
09-02 09:01:12.071  3979  4177 D WIFI_P2P:   my score=60, my filter=[ Transports: WIFI Capabilities: WIFI_P2P&NOT_RESTRICTED&TRUSTED&NOT_VPN LinkUpBandwidth>=1048576Kbps LinkDnBandwidth>=1048576Kbps]
09-02 09:01:12.071  4633  4633 D PhoneSwitcherNetworkRequstListener: got request NetworkRequest [ TRACK_DEFAULT id=334, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ] with score 60
09-02 09:01:12.071  3979  4180 D ConnectivityService: Network NetworkAgentInfo [WIFI () - 502] was already satisfying request 1. No change.
09-02 09:01:12.071  3979  4177 D WIFI_P2P: evalRequest
09-02 09:01:12.071  3979  4306 D Ethernet: evalRequest
09-02 09:01:12.071  3979  4180 D ConnectivityService: Network NetworkAgentInfo [WIFI () - 502] was already satisfying request 331. No change.
09-02 09:01:12.071  3979  4153 D WIFI    :   my score=60, my filter=[ Transports: WIFI Capabilities: NOT_METERED&INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN LinkUpBandwidth>=1048576Kbps LinkDnBandwidth>=1048576Kbps]
09-02 09:01:12.071  3979  4306 D Ethernet:   done
09-02 09:01:12.071  3979  4180 D ConnectivityService: Network NetworkAgentInfo [WIFI () - 502] was already satisfying request 140. No change.
09-02 09:01:12.072  3979  4153 D WIFI    : evalRequest
09-02 09:01:12.072  3979  4153 D WIFI    :   needNetworkFor
09-02 09:01:12.072  3979  4180 D ConnectivityService: sending notification AVAILABLE for NetworkRequest [ TRACK_DEFAULT id=334, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ]
09-02 09:01:12.072  3979  4153 D WIFI_UT : got request NetworkRequest [ TRACK_DEFAULT id=334, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ] with score 60
09-02 09:01:12.072  3979  4180 D ConnectivityService: sending notification CAP_CHANGED for NetworkRequest [ TRACK_DEFAULT id=334, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ]
09-02 09:01:12.072  3979  4153 D WIFI_UT :   my score=2147483647, my filter=[ Transports: WIFI Capabilities: NOT_METERED&INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN LinkUpBandwidth>=1048576Kbps LinkDnBandwidth>=1048576Kbps]
09-02 09:01:12.072  4633  4633 D PhoneSwitcherNetworkRequstListener:   my score=101, my filter=[ Transports: CELLULAR Capabilities: MMS&SUPL&DUN&FOTA&IMS&CBS&IA&RCS&XCAP&EIMS&INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN&ENT1 Specifier: <android.net.MatchAllNetworkSpecifier@0>]
09-02 09:01:12.072  3979  4153 D WIFI_UT : evalRequest
09-02 09:01:12.072  4633  4633 D PhoneSwitcherNetworkRequstListener: evalRequest
