--------- beginning of main
09-02 17:34:59.177 14031 14031 E adbd    : recv: OPEN 00024a7d 00000000 0095:73 68 65 6C 6C 2C 76 32 2C 54 45 52 4D 3D 78 74 65 72 6D 2D 32 35 36 63 6F 6C 6F 72 2C 72 61 77 3A 61 6D 20 73 74 61 72 74 20 2D 53 20 2D 61 20 61 6E 64 72 6F 69 64 2E 69 6E 74 65 6E 74 2E 61 63 74 69 6F 6E 2E 56 49 45 57 20 2D 6E 20 6F 72 67 2E 6D 6F 7A 69 6C 6C 61 2E 66 69 72 65 66 6F 78 2F 6F 72 67 2E 6D 6F 7A 69 6C 6C 61 2E 67 65 63 6B 6F 2E 42 72 6F 77 73 65 72 41 70 70 20 2D 2D 61 63 74 69 76 69 74 79 2D 63 6C 65 61 72 2D 74 61 73 6B 00 
09-02 17:34:59.177 14031 14031 E adbd    : service_to_fd: shell,v2,TERM=xterm-256color,raw:am start -S -a android.intent.action.VIEW -n org.mozilla.firefox/org.mozilla.gecko.BrowserApp --activity-clear-task
--------- beginning of system
09-02 17:34:59.247  3979 14776 I ActivityManager: Force stopping org.mozilla.firefox appid=10154 user=0: from pid 9737
09-02 17:34:59.526  7881  8776 D omnistore_android_logger: AlarmManager::startAlarmTimer for key=SyncProtocol::onConnectionEstablished, it will NOT wake up main thread to reschedule
09-02 17:34:59.526  7881  8776 W omnistore_android_logger: Event SyncProtocol::onConnectionEstablished rate limited for 12292 ms
09-02 17:34:59.533  3979  5965 D ActivityManager: isScaleDownAnimationEnabled() : false
09-02 17:34:59.534  3979  5965 D StorageManagerService: getExternalStorageMountMode : 1
09-02 17:34:59.535  3979  5965 D StorageManagerService: getExternalStorageMountMode : 3
09-02 17:34:59.535  3979  5965 D StorageManagerService: getExternalStorageMountMode : final mountMode=1, uid : 10154, packageName : org.mozilla.firefox
09-02 17:34:59.535  3979  5965 I ApplicationPolicy: isApplicationExternalStorageWhitelisted:org.mozilla.firefox user:0
09-02 17:34:59.535  3979  5965 D ApplicationPolicy: isApplicationExternalStorageWhitelisted: DO is not enabled on user 0. Allowed.
09-02 17:34:59.535  3979  5965 D ActivityManager: package  org.mozilla.firefox, user - 0 is SDcard whitelisted
09-02 17:34:59.535  3979  5965 I ApplicationPolicy: isApplicationExternalStorageBlacklisted:org.mozilla.firefox user:0
09-02 17:34:59.535  3979  5965 D ApplicationPolicy: isApplicationExternalStorageBlacklisted: DO is not enabled on user 0. Allowed.
09-02 17:34:59.546  9744  9744 E Zygote  : isWhitelistProcess - Process is Whitelisted
09-02 17:34:59.546  9744  9744 E libpersona: scanKnoxPersonas
09-02 17:34:59.546  9744  9744 E libpersona: Couldn't open the File - /data/system/users/0/personalist.xml - No such file or directory
09-02 17:34:59.548  3979  5965 I ActivityManager: Start proc 9744:org.mozilla.firefox/u0a154 for activity org.mozilla.firefox/org.mozilla.gecko.BrowserApp
09-02 17:34:59.548  9744  9744 W SELinux : SELinux selinux_android_compute_policy_index : Policy Index[2],  Con:u:r:zygote:s0 RAM:SEPF_SM-J720F_8.0.0_0017, [-1 -1 -1 -1 0 1]
09-02 17:34:59.549  9744  9744 I SELinux : SELinux: seapp_context_lookup: seinfo=untrusted, level=s0:c512,c768, pkgname=org.mozilla.firefox 
09-02 17:34:59.561  7881  4231 E fb4a.msys: E[N MQTT]readEOF(124)=>TCPStreamTransport readEOF
09-02 17:34:59.561  7881  4231 E fb4a.msys: E[N MQTT]onEOF(699)=>LigerBasedStreamTransport onEOF
09-02 17:34:59.561  7881  8776 E fb4a.FBMsysMqttClientCallbacks: onPublish, onFailure, msgId = 3652, error = 2003
09-02 17:34:59.561  7881  8776 E fb4a.FBMsysMqttClientCallbacks: onPublish, onFailure, msgId = 3651, error = 2003
09-02 17:34:59.562  7881  8776 E fb4a.FBMsysMqttClientCallbacks: onPublish, onFailure, msgId = 3650, error = 2003
09-02 17:34:59.564  7881  8776 E fb4a.FBMsysMqttClientCallbacks: onPublish, onFailure, msgId = 3649, error = 2003
09-02 17:34:59.565  3979  5965 D ConnectivityService: filterNetworkStateForUid() uid: 10102 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 17:34:59.566  7881  4225 E fb4a.msys: E[N rtchannel]_rt_mqtt_publish_callback(430)=>Failed to publish the request over MQTT (possible duplicate log). token:09420515-1708-4aca-af65-2d8d85442b70, category:mcd-sync-data-task-category, requestId:30974, error:Error Domain=mqtt Code=2003 UserInfo=0xc7b4cd00 {MCFErrorDirectLocalizedFailureReasonKey=2003, MCFErrorDirectDescriptionKey=2003}
09-02 17:34:59.567  7881  7881 W fb4a.MobileConfigFactoryImpl: SESSIONLESS factory used for 2 param
09-02 17:34:59.567  7881  4225 E fb4a.msys: E[N rtchannel]_rt_mqtt_publish_callback(430)=>Failed to publish the request over MQTT (possible duplicate log). token:56f94baa-ba64-4eb7-8de7-90e646ab9303, category:mcd-sync-data-task-category, requestId:59528, error:Error Domain=mqtt Code=2003 UserInfo=0xbb9b7500 {MCFErrorDirectLocalizedFailureReasonKey=2003, MCFErrorDirectDescriptionKey=2003}
09-02 17:34:59.568  7881  7881 E fb4a.Execution: Redirecting MSYS Execution scheduling from the UI thread to a custom executor
09-02 17:34:59.571  9744  9744 D TimaKeyStoreProvider: TimaKeyStore is not enabled: cannot add TimaSignature Service and generateKeyPair Service
09-02 17:34:59.571  9744  9744 D ActivityThread: Added TimaKeyStore provider
09-02 17:34:59.573  3979  5965 I ActivityManager: DSS on for org.mozilla.firefox and scale is 1.0
09-02 17:34:59.576  7881  4229 E fb4a.msys: E[S sync]_createResponseError(195)=>Network Response 09420515-1708-4aca-af65-2d8d85442b70 contains sync error Error Domain=mqtt Code=2003 UserInfo=0xc7b4cd00 {MCFErrorDirectLocalizedFailureReasonKey=2003, MCFErrorDirectDescriptionKey=2003} - Underlying error (null): Error Domain=mqtt Code=2003 UserInfo=0xc7b4cd00 {MCFErrorDirectLocalizedFailureReasonKey=2003, MCFErrorDirectDescriptionKey=2003}
09-02 17:34:59.582  3979  5965 D PersonaManagerService: Current focused persona service handled id set to : 0
09-02 17:34:59.582  3979  5965 D InputDispatcher: Focused application set to: xxxx
09-02 17:34:59.583  7881  4229 E fb4a.msys: E[S sync]_createResponseError(195)=>Network Response 56f94baa-ba64-4eb7-8de7-90e646ab9303 contains sync error Error Domain=mqtt Code=2003 UserInfo=0xbb9b7500 {MCFErrorDirectLocalizedFailureReasonKey=2003, MCFErrorDirectDescriptionKey=2003} - Underlying error (null): Error Domain=mqtt Code=2003 UserInfo=0xbb9b7500 {MCFErrorDirectLocalizedFailureReasonKey=2003, MCFErrorDirectDescriptionKey=2003}
09-02 17:34:59.583  3979  5965 D InputDispatcher: Focus left window: 9690
09-02 17:34:59.584  9690  9690 D ViewRootImpl@110cd72[MainActivity]: MSG_WINDOW_FOCUS_CHANGED 0
09-02 17:34:59.584  3979  4238 D GameManagerService: handleForegroundChange(). pkgName: org.mozilla.firefox, clsName: org.mozilla.fenix.IntentReceiverActivity,FgActivityName:org.mozilla.firefox/org.mozilla.fenix.IntentReceiverActivity
09-02 17:34:59.585  3979  4238 D GameManagerService: sem_perfomance_mode: 3
09-02 17:34:59.585  3979  5965 D MARsPolicyManager: onPackageResumedFG pkgName = org.mozilla.firefox, userId = 0
09-02 17:34:59.585  3979  4238 D GameManagerService: notifyResumePause(). pkg: org.mozilla.firefox, type: 4, isMinimized: false, isTunableApp: false
09-02 17:34:59.585  3979  4238 D GameManagerService:   notifyResumePause(). unexpected mPrevNotiType: -1
09-02 17:34:59.589  3979  6899 D GamePkgDataHelper: getGamePkgDataIncServer(). org.mozilla.firefox
09-02 17:34:59.590  3979  6899 D GameManagerService: identifyGamePackage. org.mozilla.firefox
09-02 17:34:59.591  3979  6899 D GamePkgDataHelper: getGamePkgData(). org.mozilla.firefox
09-02 17:34:59.591  3979  6899 D GameManagerService: identifyGamePackage. org.mozilla.firefox
09-02 17:34:59.591  3979  6899 D GamePkgDataHelper: getGamePkgData(). org.mozilla.firefox
09-02 17:34:59.591  3979  6899 D GamePkgDataHelper: getSosPolicy(). org.mozilla.firefox
09-02 17:34:59.593  7881  9730 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 17:34:59.593  7881  4225 E fb4a.msys: E[N data-request]_HandleDataResponse(1782)=>Data request error for task 73b496bd-43b0-495c-8d60-c8638343a5d8 (response type 1): (null)
09-02 17:34:59.593  7881  9730 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 17:34:59.593  3979  6899 D GameManagerService: identifyGamePackage. org.mozilla.firefox
09-02 17:34:59.593  3979  6899 D GamePkgDataHelper: getGamePkgData(). org.mozilla.firefox
09-02 17:34:59.593  7881  9730 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 17:34:59.593  7881  9730 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 17:34:59.593  7881  9730 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 17:34:59.593  7881  9730 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 17:34:59.593  7881  9730 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 17:34:59.594  7881  9730 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 17:34:59.594  7881  9730 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 17:34:59.594  3979  6899 D GameManagerService: identifyGamePackage. org.mozilla.firefox
09-02 17:34:59.594  3979  6899 D GamePkgDataHelper: getGamePkgData(). org.mozilla.firefox
09-02 17:34:59.597  7881  4229 E fb4a.msys: E[S sync]_createResponseError(195)=>Network Response 73b496bd-43b0-495c-8d60-c8638343a5d8 contains sync error Error Domain=com.facebook.http.error Code=401 UserInfo=0xbbcfc200 {MCFErrorDirectLocalizedDescriptionKey=Client error} - Underlying error (null): Error Domain=com.facebook.http.error Code=401 UserInfo=0xbbcfc200 {MCFErrorDirectLocalizedDescriptionKey=Client error}
09-02 17:34:59.601  9744  9744 I zygote64: no shared libraies, dex_files: 1
09-02 17:34:59.606  7881  9730 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 17:34:59.607  7881  9730 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 17:34:59.607  7881  4225 E fb4a.msys: E[N data-request]_HandleDataResponse(1782)=>Data request error for task 183b08c3-caca-46f9-a64d-00a2c762ac2e (response type 1): (null)
09-02 17:34:59.607  7881  9730 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 17:34:59.607  7881  9730 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 17:34:59.607  7881  9730 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 17:34:59.607  7881  9730 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 17:34:59.607  7881  9730 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 17:34:59.607  7881  9730 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 17:34:59.607  7881  9730 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 17:34:59.608  7881  4229 E fb4a.msys: E[S sync]_createResponseError(195)=>Network Response 183b08c3-caca-46f9-a64d-00a2c762ac2e contains sync error Error Domain=com.facebook.http.error Code=401 UserInfo=0xc7b4cf00 {MCFErrorDirectLocalizedDescriptionKey=Client error} - Underlying error (null): Error Domain=com.facebook.http.error Code=401 UserInfo=0xc7b4cf00 {MCFErrorDirectLocalizedDescriptionKey=Client error}
09-02 17:34:59.636  9744  9744 I FirebaseApp: Device unlocked: initializing all Firebase APIs for app [DEFAULT]
09-02 17:34:59.645  3449  3449 I android.hardware.wifi@1.0-service: getLinkLayerStats
09-02 17:34:59.655  4349  4372 D SystemServicesProxy: updateOverviewLastStackActiveTimeAsync: newTime=1693559943942
09-02 17:34:59.656  3979 14776 D SecContentProvider: query(), uri = 17 selection = isSettingsChangesAllowed
09-02 17:34:59.656  9744  9744 I FirebaseInitProvider: FirebaseApp initialization successful
09-02 17:34:59.657  3979 14776 D SecContentProvider: called from android.uid.systemui:10009
09-02 17:34:59.657  4349  4561 D SystemServicesProxy: updateOverviewLastStackActiveTimeAsync: done.
09-02 17:34:59.659  3979  5965 D PackageManager: getComponentMetadataForIconTray : com.example.batterymanager_utility.MainActivity does not exist in mServices
09-02 17:34:59.659  3979  5965 D PackageManager: getComponentMetadataForIconTray : com.example.batterymanager_utility.MainActivity does not exist in mProviders
09-02 17:34:59.659  3979  5965 D PackageManager: getComponentMetadataForIconTray : com.example.batterymanager_utility.MainActivity does not exist in mReceivers
09-02 17:34:59.659  4349  4372 D ApplicationPackageManager: updateItemMetaDataForFixedIconScale: package: com.example.batterymanager_utility
09-02 17:34:59.660  3979  5982 D PackageManager: getSelectedMetaData : packageName(com.example.batterymanager_utility) or Metadata strings {[Ljava.lang.String;@8a874f9}
09-02 17:34:59.660  4349  4372 I ApplicationPackageManager: load=com.example.batterymanager_utility, bg=144-144, dr=189-189, forDefault=true, density=0
09-02 17:34:59.663  4349  4372 I ApplicationPackageManager: scaled rate=0.72, size=189, alpha=54, hold=102
09-02 17:34:59.663  4349  4372 D ApplicationPackageManager: iconScale: getScale(): 0.72 getAlpha(): 54
09-02 17:34:59.664  4349  4372 I ApplicationPackageManager: load=com.example.batterymanager_utility-contain, bg=112-112, dr=189-189
09-02 17:34:59.666  7881  8242 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 17:34:59.666  7881  8242 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 17:34:59.666  7881  8242 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 17:34:59.666  7881  8242 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 17:34:59.666  7881  8242 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 17:34:59.666  7881  8242 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 17:34:59.666  7881  8242 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 17:34:59.670  7881  8242 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 17:34:59.670  7881  8242 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 17:34:59.680  3979  5982 W StorageManager: getStorageLowBytes lowPercent : 5, lowBytes : 1260145254, maxLowBytes : 524288000
09-02 17:34:59.692  7881  4225 E fb4a.msys: E[N data-request]_HandleDataResponse(1782)=>Data request error for task 4f637802-922e-4218-8b42-84b6dc2c7b6b (response type 1): (null)
09-02 17:34:59.693  7881  8777 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 17:34:59.693  7881  8777 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 17:34:59.693  7881  8777 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 17:34:59.694  7881  8777 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 17:34:59.694  7881  8777 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 17:34:59.694  7881  8777 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 17:34:59.694  7881  8777 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 17:34:59.694  7881  8777 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 17:34:59.694  7881  4229 E fb4a.msys: E[S sync]_createResponseError(195)=>Network Response 4f637802-922e-4218-8b42-84b6dc2c7b6b contains sync error Error Domain=com.facebook.http.error Code=401 UserInfo=0xc91e2200 {MCFErrorDirectLocalizedDescriptionKey=Client error} - Underlying error (null): Error Domain=com.facebook.http.error Code=401 UserInfo=0xc91e2200 {MCFErrorDirectLocalizedDescriptionKey=Client error}
09-02 17:34:59.697  7881  8776 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 17:34:59.697  7881  4225 E fb4a.msys: E[N data-request]_HandleDataResponse(1782)=>Data request error for task 0bbee260-e232-4c83-ad72-540a7e20bb77 (response type 1): (null)
09-02 17:34:59.697  7881  8776 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 17:34:59.698  7881  8776 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 17:34:59.698  7881  8776 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 17:34:59.698  7881  8776 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 17:34:59.698  7881  8776 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 17:34:59.698  7881  8776 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 17:34:59.699  7881  8776 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 17:34:59.699  7881  8776 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 17:34:59.699  7881  8777 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 17:34:59.709  7881  4229 E fb4a.msys: E[S sync]_createResponseError(195)=>Network Response 0bbee260-e232-4c83-ad72-540a7e20bb77 contains sync error Error Domain=com.facebook.http.error Code=401 UserInfo=0xc91ebd00 {MCFErrorDirectLocalizedDescriptionKey=Client error} - Underlying error (null): Error Domain=com.facebook.http.error Code=401 UserInfo=0xc91ebd00 {MCFErrorDirectLocalizedDescriptionKey=Client error}
09-02 17:34:59.720  3979  4111 D MdnieScenarioControlService:  packageName : org.mozilla.firefox    className : org.mozilla.gecko.BrowserApp
09-02 17:34:59.720  3979  4111 V MdnieScenarioControlService: setUIMode from UI function(3)
09-02 17:34:59.736  9744  9749 I zygote64: Do partial code cache collection, code=29KB, data=25KB
09-02 17:34:59.736  9744  9749 I zygote64: After code cache collection, code=29KB, data=25KB
09-02 17:34:59.736  9744  9749 I zygote64: Increasing code cache capacity to 128KB
09-02 17:34:59.753  9744  9744 I rc_log_ffi::ios: rc_log adapter initialized!
09-02 17:34:59.808  9744  9749 I zygote64: Do partial code cache collection, code=60KB, data=47KB
09-02 17:34:59.808  9744  9749 I zygote64: After code cache collection, code=58KB, data=46KB
09-02 17:34:59.808  9744  9749 I zygote64: Increasing code cache capacity to 256KB
09-02 17:34:59.865  9744  9769 I nimbus::nimbus_client: updating experiment list
09-02 17:34:59.867  9744  9769 I nimbus::persistence: Already at version 2, no upgrade needed
09-02 17:34:59.868  9744  9769 I nimbus::nimbus_client: [Nimbus] Retrieved date from Context: 2023-09-01 07:59:54 UTC
09-02 17:34:59.868  9744  9769 I nimbus::nimbus_client: [Nimbus] Installation Date: 2023-09-01 07:59:54 UTC
09-02 17:34:59.868  9744  9769 I nimbus::nimbus_client: [Nimbus] Update Date: 2023-09-02 06:19:16.138897683 UTC
09-02 17:34:59.868  9744  9769 I nimbus::nimbus_client: [Nimbus] Days since install: 1
09-02 17:34:59.869  9744  9769 I nimbus::nimbus_client: [Nimbus] Days since update: 0
09-02 17:34:59.902  9744  9769 I zygote64: Deoptimizing java.lang.Object com.sun.jna.Function.invoke(java.lang.reflect.Method, java.lang.Class[], java.lang.Class, java.lang.Object[], java.util.Map) due to class hierarchy analysis
09-02 17:34:59.946  9744  9772 I GeckoThread: preparing to run Gecko
09-02 17:34:59.959  3979  5982 W StorageManager: getStorageLowBytes lowPercent : 5, lowBytes : 1260145254, maxLowBytes : 524288000
09-02 17:34:59.961  3979  5982 W StorageManager: getStorageLowBytes lowPercent : 5, lowBytes : 1260145254, maxLowBytes : 524288000
09-02 17:34:59.963  3979 14776 W StorageManager: getStorageLowBytes lowPercent : 5, lowBytes : 1260145254, maxLowBytes : 524288000
09-02 17:34:59.967  9744  9744 I zygote64: Deoptimizing java.lang.Object androidx.collection.SimpleArrayMap.put(java.lang.Object, java.lang.Object) due to JIT inline cache
09-02 17:34:59.970  9744  9772 I GeckoLoader: Library base=/data/app/org.mozilla.firefox-qXEeZwQeSKU-v4RxzjCTZA==/lib/arm64
09-02 17:34:59.972  9744  9772 W Settings: Setting animator_duration_scale has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only global URI.
09-02 17:34:59.974  9744  9772 I GeckoLoader: Library base=/data/app/org.mozilla.firefox-qXEeZwQeSKU-v4RxzjCTZA==/lib/arm64
09-02 17:34:59.975  9744  9772 E GeckoLibLoad: Load sqlite start
09-02 17:34:59.976  9744  9772 E GeckoLibLoad: Load sqlite done
09-02 17:34:59.976  9744  9772 I GeckoLoader: Library base=/data/app/org.mozilla.firefox-qXEeZwQeSKU-v4RxzjCTZA==/lib/arm64
09-02 17:34:59.977  9744  9772 E GeckoLibLoad: Load nss start
09-02 17:34:59.977  9744  9772 E GeckoLibLoad: Load nss done
09-02 17:34:59.977  9744  9772 I GeckoLoader: Library base=/data/app/org.mozilla.firefox-qXEeZwQeSKU-v4RxzjCTZA==/lib/arm64
09-02 17:34:59.978  9744  9772 E GeckoLibLoad: Loaded libs in 1.419500ms total, 0ms(0ms) user, 0ms(4ms) system, 0(0) faults
09-02 17:34:59.980  9744  9772 W GeckoThread: zerdatime 114081412 - runGecko
09-02 17:34:59.981  9744  9775 I libglean_ffi: glean_core::core: Creating new Glean v53.1.0
09-02 17:34:59.983  9744  9775 I libglean_ffi: glean_core::database: Database initialized
09-02 17:34:59.986  3614  3927 D DnsProxyListener: DNSDBG::dns by name af 2
09-02 17:34:59.988  9744  9775 I libglean_ffi: glean_core: Glean initialized
09-02 17:34:59.989  9744  9775 I libglean_ffi: glean_core::event_database: Loading events for events
09-02 17:34:59.990  9744  9775 I libglean_ffi: glean_core::event_database: Loading events for background-update
09-02 17:34:59.995  9744  9749 I zygote64: Do full code cache collection, code=122KB, data=79KB
09-02 17:34:59.996  9744  9749 I zygote64: After code cache collection, code=86KB, data=51KB
09-02 17:34:59.996  9744  9775 I libglean_ffi: glean_core::event_database: Loading events for pageload
09-02 17:34:59.998  9744  9775 I libglean_ffi: glean_core::ping: Collecting events
09-02 17:35:00.000  3979  4067 D SamsungAlarmManager: Expired : 8
09-02 17:35:00.000  3979  4067 V SamsungAlarmManager: Sending to uid : 1000 action=android.intent.action.TIME_TICK alarm=Alarm{77267b5 type 3 when 114081432 android}
09-02 17:35:00.001  3979  4067 V SamsungAlarmManager: Sending to uid : 10074 action=com.samsung.action.EVERY_MINUTE_CLOCK_UPDATE alarm=Alarm{eb581bb type 1 when 1693668900000 com.sec.android.app.launcher}
09-02 17:35:00.002  5213  5213 I Launcher: onReceive: com.samsung.action.EVERY_MINUTE_CLOCK_UPDATE
09-02 17:35:00.003  3979  3979 D SamsungAlarmManager: setExact Intent (T:3/F:1/AC:false) 20230902T173600 - CU:1000/CP:3979
09-02 17:35:00.003  3979  3979 I SamsungAlarmManager: setLocked to kernel - T:3 / 20230902T173600, SetElapsed=114141432, nowELAPSED=114081435
09-02 17:35:00.004  9744  9775 I libglean_ffi: glean_core::upload::directory: Processing ping at: /data/user/0/org.mozilla.firefox/glean_data/pending_pings/ce587673-b786-472b-9978-3cc290aaad68
09-02 17:35:00.004  4349  4349 D KeyguardUpdateMonitor: received broadcast android.intent.action.TIME_TICK
09-02 17:35:00.004  9744  9775 I libglean_ffi: glean_core::metrics::ping: The ping 'events' was submitted and will be sent as soon as possible
09-02 17:35:00.004  4349  4349 D KeyguardServiceBoxContainer: refreshTime() 1
09-02 17:35:00.006  3979 14776 D SamsungAlarmManager: setInexact Intent (T:1/F:0/AC:false) 20230902T173600 - CU:10074/CP:5213
09-02 17:35:00.006  5213  5213 I IconView: applyFromShortcutInfo - start GetLive : com.samsung.android.calendar
09-02 17:35:00.007  5213  5213 I BitmapCacheContainer: getBitmapCache: BitmapCache expired com.samsung.android.calendar/UserHandle{0}
